Dim_Timestamp_Start,Dim_Timestamp_End,Bright_Timestamp_Start,Bright_Timestamp_End,Target_ID,Target_X_Px,Target_Y_Px,Screen_Width,Screen_Height
1783011053.051195,1783011053.718009,1783011053.726319,1783011055.726325,2,756,295,1512,982
